Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_min,Title,Views,Likes,Comments,Stream,EnergyLiveness,Album_type_compilation,Album_type_single,Licensed_False,Licensed_True,official_video_False,official_video_True,most_playedon_Youtube,Artist,Track,Album,Channel,Cluster
0.621,0.31,-10.164,0.0283,0.945,6.12e-05,0.117,0.125,111.893,4.011783333333334,Rihanna - Stay ft. Mikky Ekko,1063298927.0,4683978.0,168224.0,933966110.0,2.649572649572649,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1567.0,13893.0,10805.0,4374.0,2
0.734,0.766,-4.485,0.0383,0.025,0.00138,0.108,0.6,127.986,3.5871166666666667,Rihanna - We Found Love ft. Calvin Harris,1057066266.0,4538290.0,214414.0,1018031880.0,7.092592592592593,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1567.0,16492.0,9660.0,4374.0,2
0.887,0.234,-14.52,0.178,0.111,0.67,0.13,0.197,140.02,3.28,"Arcangel, Bad Bunny - La Jumpa (Visualizer) | SR. SANTOS",94277360.0,1169191.0,19352.0,217186214.0,1.8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,125.0,8063.0,9281.0,420.0,0
0.815,0.514,-9.446,0.361,0.54,0.0,0.611,0.623,120.054,4.4,Arcangel x Bad Bunny X Dj Luian X Mambo Kingz - Tu No Vive Asi [Video oficial],1418634060.0,7031561.0,243371.0,291644423.0,0.8412438625204584,0.0,1.0,0.0,1.0,0.0,1.0,1.0,125.0,15629.0,10653.0,2109.0,2
0.817,0.672,-5.612,0.299,0.441,0.0,0.13,0.774,93.999,5.537333333333334,"Myke Towers, Farruko, Arcangel, Sech & Zion - Si Se Da Remix (Video Oficial)",1202918104.0,3283924.0,54002.0,396374422.0,5.1692307692307695,0.0,1.0,1.0,0.0,0.0,1.0,1.0,125.0,13315.0,8931.0,3661.0,0
0.907,0.644,-5.522,0.353,0.392,0.0,0.543,0.721,123.979,3.1944,"Arcangel, Duki, Bizarrap - Bottas (Visualizer) | SR. SANTOS",7088362.0,239476.0,6105.0,14679203.0,1.1860036832412522,0.0,0.0,0.0,1.0,0.0,1.0,0.0,125.0,2133.0,9281.0,420.0,1
0.762,0.773,-7.663,0.0814,0.36,0.0,0.272,0.337,115.055,3.9625,Arcangel - JS4E (Video Oficial) | SR. SANTOS,64732289.0,770572.0,14349.0,30212295.0,2.8419117647058822,0.0,0.0,0.0,1.0,0.0,1.0,1.0,125.0,7409.0,9281.0,420.0,3
0.897,0.755,-5.684,0.144,0.00758,0.000451,0.264,0.567,110.008,3.5686666666666667,Arcangel - Pa Que La Pases Bien - OFFICIAL VIDEO,99776202.0,313239.0,12258.0,111708736.0,2.859848484848485,0.0,0.0,1.0,0.0,1.0,0.0,0.0,125.0,11191.0,3115.0,421.0,0
0.713,0.798,-3.147,0.219,0.366,4.3e-06,0.246,0.721,176.073,3.68505,Arcangel - Infeliz ft. Bad Bunny [Fan Made Music Video],14334.0,337.0,8.0,246142850.0,3.2439024390243905,0.0,0.0,1.0,0.0,1.0,0.0,0.0,125.0,7204.0,4516.0,4513.0,3
0.554,0.661,-5.662,0.336,0.431,0.0,0.299,0.549,99.915,3.0691,"Arcangel, YOVNGCHIMI - La Ruta (Video Oficial) | SR. SANTOS",9008576.0,152734.0,2137.0,7751951.0,2.210702341137124,0.0,0.0,0.0,1.0,0.0,1.0,1.0,125.0,8133.0,9281.0,420.0,0
0.735,0.603,-9.474,0.203,0.226,3.56e-05,0.0844,0.429,135.993,5.44895,Ozuna x Arcángel x Cosculluela x Brytiago - Me Ama Me Odia (Video Oficial),268014018.0,1488605.0,34585.0,172179857.0,7.144549763033175,0.0,1.0,1.0,0.0,1.0,0.0,1.0,125.0,9363.0,6316.0,4343.0,0
0.808,0.586,-7.242,0.169,0.641,0.0,0.14,0.568,124.041,4.388133333333333,"Arcángel, Bad Bunny - Me Acostumbré (Video Oficial)",765035383.0,3431361.0,91522.0,194790659.0,4.185714285714285,0.0,1.0,0.0,1.0,0.0,1.0,1.0,125.0,9361.0,6314.0,420.0,0
0.909,0.824,-4.627,0.0797,0.0777,0.00387,0.0638,0.585,109.97,5.37245,"ULTRA SOLO REMIX - Polimá Westcoast, Pailita, Paloma Mami, Feid, De la Ghetto (Video Oficial)",140641090.0,1146290.0,31971.0,215026398.0,12.9153605015674,0.0,1.0,1.0,0.0,0.0,1.0,0.0,452.0,15792.0,10735.0,4108.0,2
0.799,0.775,-5.869,0.077,0.0308,0.00526,0.309,0.605,95.027,4.94845,"Anuel AA , Jowell & Randy, De La Ghetto, Yailin La Más Viral - La Máquina (Video Oficial) LLNM2",20864328.0,420093.0,27517.0,24745466.0,2.5080906148867315,0.0,0.0,0.0,1.0,0.0,1.0,0.0,452.0,8097.0,5444.0,403.0,3
0.709,0.726,-7.129,0.0411,0.0977,0.0,0.301,0.404,92.006,3.03645,DE LA GHETTO - SENSACION DEL BLOQUE FEAT RANDY (2006) (VIDEO OFICIAL) (HD 4K) REMASTERIZADO,630.0,31.0,7.0,219067589.0,2.411960132890365,1.0,0.0,1.0,0.0,1.0,0.0,0.0,452.0,13035.0,8269.0,4519.0,0
0.81,0.718,-4.799,0.0587,0.258,0.0,0.0822,0.5,90.934,3.092116666666666,"Mora, De La Ghetto - AIRBNB (Visualizer) | PARAÍSO",2669393.0,46568.0,735.0,25263167.0,8.734793187347933,0.0,0.0,0.0,1.0,0.0,1.0,0.0,452.0,466.0,7423.0,3543.0,1
0.848,0.673,-4.034,0.058,0.0147,0.00652,0.102,0.39,93.987,3.31915,"De La Ghetto, Rauw Alejandro - Loco Por Perrearte Remix (Official Video)",33643032.0,260195.0,3292.0,87667714.0,6.598039215686275,0.0,1.0,0.0,1.0,0.0,1.0,0.0,452.0,8688.0,5870.0,1283.0,0
0.792,0.895,-3.112,0.0587,0.165,0.0,0.0501,0.793,94.968,3.3587666666666665,"Sofia Reyes - 1, 2, 3 (feat. Jason Derulo & De La Ghetto) [Official Video]",787089410.0,4782110.0,118961.0,589683929.0,17.864271457085827,0.0,0.0,0.0,1.0,0.0,1.0,1.0,452.0,59.0,6211.0,4749.0,1
0.739,0.627,-6.063,0.128,0.293,0.0,0.477,0.251,134.045,5.602483333333334,"La Ocasión - De La Ghetto, Arcangel, Ozuna, Anuel Aa, Dj Luian, Mambo Kingz [Video Oficial]",793262955.0,3394580.0,117582.0,229626806.0,1.3144654088050316,0.0,1.0,0.0,1.0,0.0,1.0,1.0,452.0,8107.0,5524.0,2109.0,3
0.787,0.677,-2.825,0.228,0.199,0.000316,0.0584,0.966,179.951,4.060383333333333,BLESSD ? DE LA GHETTO ? DARELL | INSTAGRAM REMIX  ?? ( VIDEO OFICIAL ),19165343.0,218958.0,23746.0,21781608.0,11.592465753424658,0.0,0.0,1.0,0.0,1.0,0.0,0.0,452.0,7238.0,8950.0,523.0,3
0.789,0.837,-3.247,0.23,0.125,0.0,0.209,0.476,81.536,3.33895,"DUKI, De La Ghetto, Quevedo - Si Quieren Frontear (Video Oficial)",77357932.0,1067233.0,20434.0,155011496.0,4.004784688995216,0.0,0.0,0.0,1.0,0.0,1.0,0.0,452.0,13313.0,9753.0,1466.0,0
0.761,0.551,-7.034,0.103,0.15,1.15e-06,0.0768,0.351,129.972,5.003133333333333,Bad Bunny x Bryant Myers x Zion x De La Ghetto x Revol - Caile (Video Oficial),317814524.0,1458383.0,32943.0,154545282.0,7.174479166666668,0.0,1.0,1.0,0.0,0.0,1.0,1.0,452.0,2437.0,1778.0,4343.0,1
0.76,0.699,-5.048,0.0466,0.025,3.74e-06,0.149,0.512,139.927,3.24285,Paky - La Bellavita feat. JuL (Visual),12556242.0,84075.0,1457.0,21844490.0,4.691275167785235,0.0,0.0,1.0,0.0,1.0,0.0,0.0,916.0,7999.0,8603.0,3973.0,0
0.845,0.717,-6.771,0.211,0.666,0.0,0.11,0.686,122.491,2.68155,JuL - La Bandite // Clip officiel // 2019,38376955.0,310075.0,6090.0,63552095.0,6.518181818181818,0.0,0.0,0.0,1.0,0.0,1.0,0.0,916.0,8155.0,8370.0,1199.0,0
0.786,0.757,-4.889,0.106,0.0978,0.00106,0.131,0.898,175.903,3.16445,JuL - J'ai tout su // clip officiel // 2022,72016179.0,407698.0,7411.0,53515790.0,5.778625954198473,0.0,0.0,0.0,1.0,0.0,1.0,1.0,916.0,7401.0,3465.0,1199.0,3
0.882,0.716,-7.061,0.0748,0.00973,0.000127,0.0772,0.519,135.999,2.938883333333333,JuL - Cœur Blanc // Clip Officiel // 2022,13374231.0,106536.0,3113.0,8221806.0,9.27461139896373,0.0,0.0,0.0,1.0,0.0,1.0,1.0,916.0,3351.0,2410.0,1199.0,1
0.888,0.62,-6.037,0.374,0.394,0.0,0.101,0.701,113.018,4.019333333333333,0,0.0,0.0,0.0,7193378.0,6.138613861386138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,916.0,2364.0,2410.0,6.0,1
0.64,0.541,-7.731,0.162,0.755,0.000445,0.0966,0.765,88.127,3.1051166666666665,JuL - Namek feat. Omah Lay // Clip Officiel // 2022,10158966.0,102172.0,2531.0,15180140.0,5.600414078674948,0.0,0.0,0.0,1.0,0.0,1.0,0.0,916.0,10188.0,2410.0,1199.0,0
0.763,0.919,-4.041,0.112,0.132,3.74e-05,0.0917,0.488,134.918,3.3351166666666665,La Street - Beatz King,3381852.0,26725.0,0.0,50748045.0,10.021810250817884,0.0,0.0,0.0,1.0,0.0,1.0,0.0,916.0,8186.0,4938.0,5434.0,3
0.901,0.939,-2.762,0.274,0.117,0.0,0.0643,0.805,142.948,5.939116666666667,Bande Organisée - Sch / Kofs / Jul / Naps / Soso maness / Elams / Solda / Houari // Clip Officiel,440402928.0,2439619.0,121890.0,211760104.0,14.603421461897357,0.0,1.0,0.0,1.0,0.0,1.0,1.0,916.0,1604.0,1219.0,1199.0,1
0.764,0.859,-4.157,0.146,0.422,0.00275,0.155,0.73,88.024,2.942883333333333,JuL - Beuh Magique // Clip officiel // 2019,14118033.0,131307.0,3851.0,4450015.0,5.541935483870968,0.0,0.0,0.0,1.0,0.0,1.0,1.0,916.0,1850.0,2410.0,1199.0,1
0.743,0.793,-5.197,0.0657,0.404,0.0129,0.0995,0.884,140.009,3.0431166666666667,Jul le 100 le 100 (exclu album coeur blanc),349.0,7.0,0.0,4387822.0,7.969849246231155,0.0,0.0,1.0,0.0,1.0,0.0,0.0,916.0,8308.0,2410.0,4003.0,3
0.633,0.927,-4.468,0.0839,0.0267,0.0,0.0986,0.88,146.097,4.3072,MACKLEMORE & RYAN LEWIS - CAN'T HOLD US FEAT. RAY DALTON (OFFICIAL MUSIC VIDEO),1012205370.0,6604136.0,242519.0,1741876368.0,9.40162271805274,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1180.0,2541.0,10045.0,3236.0,1
0.781,0.526,-6.986,0.293,0.0633,0.0,0.0457,0.665,94.993,3.9268833333333335,MACKLEMORE & RYAN LEWIS - THRIFT SHOP FEAT. WANZ (OFFICIAL VIDEO),1748130744.0,11819007.0,510863.0,936540661.0,11.50984682713348,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1180.0,15288.0,10045.0,3236.0,2
0.731,0.794,-5.126,0.0522,0.0323,2.59e-05,0.112,0.356,139.994,3.6742333333333335,MACKLEMORE FEAT SKYLAR GREY - GLORIOUS (OFFICIAL MUSIC VIDEO),265913962.0,2657601.0,67742.0,751186246.0,7.089285714285714,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1180.0,5631.0,3908.0,3236.0,3
0.661,0.723,-6.976,0.0566,0.179,1.23e-05,0.14,0.316,113.778,2.7300833333333334,Martin Garrix feat. Macklemore & Patrick Stump of Fall Out Boy - Summer Days (Official Video),25452203.0,352018.0,6719.0,569454156.0,5.164285714285714,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1180.0,14075.0,9460.0,3349.0,2
0.654,0.798,-4.084,0.0451,0.188,0.0,0.15,0.574,92.207,3.529333333333333,"Rudimental - These Days (feat. Jess Glynne, Macklemore & Dan Caplen) [Official Video]",479927244.0,1994311.0,26137.0,978897060.0,5.32,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1180.0,15196.0,10493.0,4462.0,2
0.712,0.51,-8.162,0.0633,0.446,2.46e-05,0.112,0.268,122.964,4.00845,MACKLEMORE FEAT KESHA - GOOD OLD DAYS (OFFICIAL MUSIC VIDEO),111132363.0,787007.0,18770.0,353135606.0,4.553571428571429,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1180.0,5728.0,3908.0,3236.0,3
0.828,0.609,-4.402,0.0694,0.0916,1.21e-06,0.291,0.707,109.725,4.87655,MACKLEMORE & RYAN LEWIS - DOWNTOWN (OFFICIAL MUSIC VIDEO),236052447.0,1258673.0,59150.0,362292694.0,2.0927835051546397,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1180.0,4091.0,10418.0,3236.0,3
0.768,0.782,-5.545,0.141,0.0545,0.0,0.338,0.842,116.492,3.671983333333333,MACKLEMORE & RYAN LEWIS - WHITE WALLS - FEAT. SCHOOLBOY Q AND HOLLIS (OFFICIAL MUSIC VIDEO),90090646.0,560627.0,22217.0,229025606.0,2.3136094674556213,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1180.0,16774.0,10045.0,3236.0,2
0.698,0.782,-5.347,0.0853,0.213,0.0,0.181,0.506,112.176,4.510583333333333,MACKLEMORE - CHANT FEATURING TONES AND I (OFFICIAL MUSIC VIDEO),4424117.0,107423.0,3089.0,16109019.0,4.320441988950277,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1180.0,2389.0,1748.0,3236.0,1
0.708,0.674,-7.434,0.107,0.137,0.0,0.258,0.736,152.051,3.015033333333333,MACKLEMORE - MANIAC FEATURING WINDSER (OFFICIAL MUSIC VIDEO),4892544.0,70405.0,3433.0,11428418.0,2.612403100775194,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1180.0,9025.0,6081.0,3236.0,0
0.506,0.817,-5.051,0.0335,0.00272,0.0,0.0486,0.506,109.952,3.47845,Panic! At The Disco: House of Memories [MUSIC VIDEO],914989.0,21710.0,1261.0,487680623.0,16.810699588477366,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1440.0,6473.0,2581.0,6216.0,3
0.579,0.904,-2.729,0.0618,0.193,0.0,0.064,0.681,82.014,3.18245,Panic! At The Disco - High Hopes (Official Video),713176007.0,6438254.0,220320.0,1336763515.0,14.125,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1440.0,6291.0,7885.0,3982.0,3
0.61,0.83,-4.105,0.0571,0.033,0.0,0.118,0.728,182.162,3.216666666666667,Taylor Swift - ME! (feat. Brendon Urie of Panic! At The Disco) ft. Brendon Urie,398904222.0,6115349.0,437465.0,701344250.0,7.033898305084746,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1440.0,9033.0,6019.0,4982.0,0
0.569,0.83,-4.106,0.14,0.0807,0.0,0.114,0.609,170.094,3.110583333333333,Panic! At The Disco: I Write Sins Not Tragedies [OFFICIAL VIDEO],377032971.0,3061311.0,194583.0,729361449.0,7.280701754385964,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1440.0,6880.0,318.0,1836.0,3
0.462,0.538,-5.527,0.059,0.0137,0.0,0.429,0.405,139.256,3.391783333333333,Panic! At The Disco: Death Of A Bachelor [OFFICIAL VIDEO],164548972.0,1570801.0,102310.0,381267559.0,1.2540792540792542,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1440.0,3585.0,2581.0,1836.0,1
0.562,0.904,-4.947,0.0807,0.00302,0.0,0.0433,0.651,94.481,2.64445,Panic! At The Disco: Emperor's New Clothes [OFFICIAL VIDEO],296594904.0,2880925.0,193008.0,300029001.0,20.877598152424945,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1440.0,4501.0,2581.0,1836.0,1
0.559,0.895,-4.476,0.0832,0.0154,0.0,0.175,0.59,183.825,3.55155,Panic! At The Disco: Don't Threaten Me With A Good Time [OFFICIAL VIDEO],60749453.0,665204.0,45933.0,265468437.0,5.114285714285715,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1440.0,4029.0,2581.0,1836.0,1
0.436,0.893,-4.18,0.0556,0.000362,0.0,0.103,0.0794,124.113,3.778,Panic! At The Disco: The Ballad Of Mona Lisa [OFFICIAL VIDEO],194994719.0,1361328.0,91526.0,201081673.0,8.66990291262136,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1440.0,14767.0,10993.0,1836.0,2
0.577,0.833,-3.337,0.0695,0.0137,0.0,0.121,0.58,107.936,2.827783333333333,"Panic! At The Disco: Hey Look Ma, I Made It [OFFICIAL VIDEO]",74415379.0,777992.0,36625.0,306893336.0,6.884297520661157,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1440.0,6265.0,7885.0,1836.0,3
0.57,0.865,-4.518,0.0472,0.00205,0.0,0.404,0.691,110.01,2.9766666666666666,Panic! At The Disco: Victorious [OFFICIAL VIDEO],79281616.0,755979.0,29680.0,256229306.0,2.141089108910891,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1440.0,16166.0,2581.0,1836.0,2
0.602,0.923,-3.763,0.044,0.0098,0.0,0.0561,0.765,136.01,3.600216666666667,Paramore: Still Into You [OFFICIAL VIDEO],228368871.0,1963185.0,84568.0,545175335.0,16.45276292335116,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1445.0,13954.0,7541.0,3996.0,0
0.517,0.906,-3.677,0.0735,0.00272,9.26e-06,0.113,0.731,172.977,3.525333333333333,Paramore: Misery Business [OFFICIAL VIDEO],255069350.0,1570688.0,87847.0,593116852.0,8.017699115044248,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1445.0,9722.0,8379.0,3996.0,0
0.494,0.723,-4.559,0.0441,0.0192,0.0322,0.134,0.152,144.036,3.763116666666667,Paramore - All I Wanted (Official Audio),26270793.0,300337.0,9330.0,140714473.0,5.395522388059701,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1445.0,801.0,1611.0,3996.0,1
0.695,0.818,-5.379,0.0334,0.00647,4.87e-06,0.0219,0.916,119.965,3.0448833333333334,Paramore: Hard Times [OFFICIAL VIDEO],126807047.0,1530589.0,60997.0,342014168.0,37.35159817351598,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1445.0,6005.0,541.0,3996.0,1
0.452,0.563,-6.607,0.0272,0.144,0.0,0.143,0.209,137.715,4.460883333333333,Paramore: The Only Exception [OFFICIAL VIDEO],224765458.0,1507202.0,59933.0,337615623.0,3.937062937062937,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1445.0,15010.0,1611.0,3996.0,0
0.61,0.893,-3.681,0.0921,0.154,4.41e-05,0.021,0.673,104.031,4.942,Paramore: Ain't It Fun [OFFICIAL VIDEO],159367874.0,1135251.0,37629.0,382524246.0,42.52380952380952,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1445.0,668.0,7541.0,3996.0,1
0.28,0.87,-4.219,0.0592,0.000686,0.00608,0.101,0.284,164.057,4.366,Paramore: Decode [OFFICIAL VIDEO],432460330.0,2230417.0,108145.0,0.0,8.613861386138613,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1445.0,3598.0,2602.0,3996.0,1
0.791,0.76,-5.603,0.0296,0.00206,0.000112,0.0522,0.957,131.949,2.4875166666666666,Paramore - C'est Comme Ça (Official Lyric Video),749615.0,38034.0,1953.0,3449953.0,14.559386973180075,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1445.0,3353.0,1731.0,3996.0,1
0.469,0.309,-13.694,0.091,0.965,0.0,0.115,0.235,112.412,0.8766666666666667,Paramore - Interlude: I'm Not Angry Anymore (Official Audio),2627848.0,76571.0,902.0,84131201.0,2.6869565217391305,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1445.0,7249.0,7541.0,3996.0,3
0.728,0.76,-6.884,0.0396,0.00433,0.00585,0.13,0.674,123.045,3.4450166666666666,Paramore: This Is Why [OFFICIAL VIDEO],9651173.0,346557.0,19957.0,35001882.0,5.846153846153846,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1445.0,15249.0,10407.0,3996.0,2
0.721,0.802,-5.797,0.0583,0.0921,0.0,0.694,0.724,124.022,3.822666666666666,"Pitbull, Ne-Yo - Time Of Our Lives",253293645.0,1423081.0,25528.0,981156901.0,1.1556195965417868,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1353.0,15356.0,4064.0,4084.0,2
0.452,0.574,-8.336,0.31,0.246,0.0,0.189,0.58,92.791,3.453116666666667,Ne-Yo - So Sick (Official Music Video),297730894.0,1487897.0,45058.0,619091362.0,3.0370370370370368,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1353.0,13568.0,4891.0,3743.0,0
0.673,0.683,-5.693,0.115,0.522,0.0,0.235,0.713,171.86,3.8666666666666663,Ne-Yo - Miss Independent,454232743.0,2060473.0,48948.0,475108514.0,2.906382978723405,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1353.0,9725.0,11519.0,3743.0,0
0.81,0.538,-5.784,0.0356,0.528,0.0,0.0951,0.828,109.97,4.447333333333333,Ne-Yo - Because Of You (Official Music Video),242864715.0,1084777.0,28556.0,348693813.0,5.657202944269191,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1353.0,1723.0,1301.0,3743.0,1
0.693,0.516,-6.446,0.0413,0.297,0.000127,0.0604,0.494,94.02,3.6808833333333335,Ne-Yo - Sexy Love (Official Music Video),128845443.0,545585.0,13867.0,186670926.0,8.543046357615895,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1353.0,13127.0,4891.0,3743.0,0
0.727,0.649,-5.356,0.0338,0.661,0.0,0.111,0.669,129.992,4.242216666666667,Ne-Yo - Mad (Official Music Video),228001526.0,1120397.0,36694.0,196771179.0,5.846846846846847,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1353.0,9086.0,11519.0,3743.0,0
0.658,0.677,-6.628,0.0393,0.248,0.0,0.368,0.248,124.91,4.193783333333333,Ne-Yo - Let Me Love You (Until You Learn To Love Yourself) (Official Music Video),158165546.0,904099.0,32701.0,208977128.0,1.8396739130434785,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1353.0,8407.0,8085.0,3743.0,0
0.711,0.753,-6.461,0.0766,0.028,2.96e-05,0.152,0.588,126.051,3.906,Ne-Yo - Closer (Official Music Video),120771672.0,574380.0,13648.0,171285749.0,4.953947368421053,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1353.0,2907.0,11519.0,3743.0,3
0.706,0.572,-5.799,0.0326,0.0262,0.0,0.585,0.574,139.982,3.5787666666666667,Ne-Yo - She Knows (Official Video) ft. Juicy J,59357571.0,408537.0,7549.0,201783362.0,0.9777777777777776,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1353.0,13181.0,7076.0,3743.0,0
0.71,0.882,-2.932,0.0595,0.00777,0.00771,0.294,0.875,128.016,3.88,Calvin Harris - Let's Go (Official Video) ft. Ne-Yo,67246980.0,342224.0,15249.0,185851500.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1353.0,8428.0,106.0,850.0,3
0.323,0.737,-4.008,0.0338,0.142,0.000162,0.163,0.155,113.26,4.017783333333333,The Weeknd - I Was Never There feat. Gesaffelstein (Official Audio),118491270.0,1354675.0,17129.0,495979508.0,4.521472392638037,0.0,0.0,1.0,0.0,0.0,1.0,0.0,665.0,6850.0,6727.0,5102.0,3
0.658,0.671,-12.21,0.0363,0.0933,0.000927,0.115,0.166,100.966,3.368216666666666,Gesaffelstein & The Weeknd - Lost in the Fire (Official Video),186523712.0,1757358.0,0.0,567689900.0,5.834782608695653,0.0,0.0,0.0,1.0,0.0,1.0,0.0,665.0,8815.0,4658.0,1935.0,0
0.476,0.718,-7.227,0.149,0.263,0.00261,0.109,0.361,183.932,3.833783333333333,The Weeknd - Hurt You feat. Gesaffelstein (Official Audio),59602877.0,415901.0,9074.0,230187850.0,6.587155963302752,0.0,0.0,1.0,0.0,0.0,1.0,0.0,665.0,6563.0,6727.0,5102.0,3
0.748,0.549,-5.447,0.065,0.00268,0.792,0.196,0.197,101.033,3.8994333333333335,GESAFFELSTEIN - OPR (OFFICIAL VIDEOCLIP),240842.0,4119.0,125.0,23759988.0,2.8010204081632653,0.0,1.0,1.0,0.0,1.0,0.0,0.0,665.0,11035.0,2244.0,441.0,0
0.608,0.764,-5.773,0.0389,0.179,1.1e-05,0.0846,0.188,133.01,3.147116666666667,KayCyy - THE SUN (Prod. Gesaffelstein) (Official Video),1238639.0,30790.0,1322.0,4745891.0,9.030732860520096,0.0,1.0,0.0,1.0,0.0,1.0,0.0,665.0,14315.0,9617.0,2681.0,2
0.682,0.934,-4.822,0.0741,0.0619,0.926,0.106,0.0708,108.982,4.126716666666667,Gesaffelstein - PURSUIT (Official Video),8876735.0,0.0,0.0,26652899.0,8.811320754716983,0.0,0.0,1.0,0.0,1.0,0.0,0.0,665.0,11899.0,614.0,1934.0,0
0.597,0.84,-6.964,0.0377,7.65e-05,0.828,0.55,0.201,108.993,5.7313,Gesaffelstein - Viol (Music Video),189569.0,2304.0,89.0,16822311.0,1.5272727272727271,0.0,1.0,1.0,0.0,1.0,0.0,0.0,665.0,16194.0,2244.0,6118.0,2
0.658,0.373,-12.473,0.0399,0.197,0.89,0.131,0.0372,107.995,1.63445,Gesaffelstein - Ever Now (Official Audio),176127.0,3056.0,0.0,2009377.0,2.847328244274809,0.0,0.0,0.0,1.0,0.0,1.0,0.0,665.0,4729.0,4658.0,1935.0,1
0.627,0.505,-12.659,0.0549,0.197,0.0149,0.0583,0.146,100.005,3.59955,Gesaffelstein & Pharrell Williams - Blast Off (Official Video),5648721.0,96609.0,0.0,14391975.0,8.662092624356776,0.0,1.0,0.0,1.0,0.0,1.0,0.0,665.0,1964.0,1483.0,1935.0,1
0.801,0.551,-11.19,0.208,0.189,0.67,0.315,0.19,102.014,3.612,GESAFFELSTEIN - DESTINATIONS,1301985.0,0.0,0.0,10441411.0,1.7492063492063494,0.0,0.0,1.0,0.0,1.0,0.0,0.0,665.0,3721.0,614.0,1934.0,1
0.684,0.771,-5.353,0.0307,0.548,0.0,0.112,0.539,119.982,4.997116666666667,"Tera Hone Laga Hoon Lyrical - Ajab Prem Ki Ghazab Kahani | Atif Aslam | Ranbir, Katrina K | Pritam",349528331.0,2224774.0,56142.0,79477830.0,6.883928571428571,0.0,0.0,0.0,1.0,0.0,1.0,1.0,138.0,14670.0,589.0,5235.0,0
0.702,0.86,-3.969,0.0345,0.361,1.33e-06,0.133,0.829,120.042,5.698883333333334,"Tu Jaane Na Lyrical - Ajab Prem Ki Ghazab Kahani | Atif Aslam | Ranbir Kapoor, Katrina Kaif | Pritam",244642666.0,1823183.0,51186.0,71010138.0,6.466165413533834,0.0,0.0,0.0,1.0,0.0,1.0,1.0,138.0,15622.0,589.0,5235.0,0
0.677,0.318,-9.196,0.028,0.775,0.0,0.118,0.585,104.983,3.81615,"Jeena Jeena (Audio Song) | Badlapur | Varun Dhawan, Yami Gautam & Nawazuddin Siddiqui",80267337.0,671310.0,18466.0,87243405.0,2.6949152542372885,0.0,1.0,0.0,1.0,0.0,1.0,0.0,138.0,7460.0,5112.0,1632.0,3
0.577,0.812,-4.801,0.0535,0.158,0.0,0.25,0.758,160.1,4.6976,"O Meri Laila | Laila Majnu | Atif Aslam & Jyotica Tangri | Avinash Tiwary,Tripti Dimri | Joi, Irshad",37809772.0,423846.0,18575.0,36281900.0,3.248,0.0,0.0,0.0,1.0,0.0,1.0,1.0,138.0,10750.0,5577.0,5729.0,0
