Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_min,Title,Views,Likes,Comments,Stream,EnergyLiveness,Album_type_compilation,Album_type_single,Licensed_False,Licensed_True,official_video_False,official_video_True,most_playedon_Youtube,Artist,Track,Album,Channel,Cluster
0.816,0.849,-4.41,0.26,0.0811,0.0,0.0616,0.844,94.007,4.3,Ja Rule - Furious (official video) HQ uncensored,18254.0,393.0,13.0,23794125.0,13.782467532467532,1.0,0.0,1.0,0.0,1.0,0.0,0.0,801.0,5375.0,9991.0,4940.0,3
0.818,0.883,-4.547,0.0695,0.0202,0.000767,0.243,0.405,93.67,4.16955,Ja Rule - Between Me & You ft. Christina Milian,29062488.0,189427.0,5163.0,20589620.0,3.633744855967078,0.0,0.0,0.0,1.0,0.0,1.0,1.0,801.0,1846.0,8449.0,2341.0,1
0.564,0.612,-6.456,0.0332,0.616,0.0,0.874,0.624,143.752,2.9047666666666667,Péricles e Marvvila | Nosso Amor Quer Paz - Pagode Do Pericão II (Video Oficial),22080133.0,83398.0,876.0,12672364.0,0.700228832951945,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1506.0,10620.0,7477.0,863.0,0
0.55,0.698,-7.224,0.0367,0.665,0.0,0.717,0.531,96.973,2.802766666666667,Péricles - Graveto | Pagode Do Pericão 2 (Vídeo Oficial),260818.0,3152.0,101.0,7945190.0,0.9735006973500696,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1506.0,5807.0,7475.0,863.0,3
0.586,0.554,-6.907,0.0332,0.597,0.0,0.695,0.731,155.945,3.957333333333333,Péricles - Final de Tarde (DVD NOS ARCOS DA LAPA) | Oficial HD,66237939.0,421916.0,8231.0,36075276.0,0.7971223021582735,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1506.0,5065.0,7084.0,6377.0,3
0.723,0.694,-6.694,0.0802,0.313,0.0,0.052,0.739,106.359,2.8158,Péricles | Camarão Que Dorme (Live Samba Do Rei),45642.0,1335.0,34.0,49791393.0,13.346153846153843,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1506.0,2494.0,8611.0,863.0,1
0.477,0.715,-5.524,0.0435,0.576,0.0,0.736,0.597,136.155,5.230916666666666,0,0.0,0.0,0.0,70131947.0,0.9714673913043478,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1506.0,1299.0,994.0,6.0,1
0.507,0.708,-7.586,0.0583,0.565,0.0,0.84,0.787,162.016,3.200733333333333,Péricles e Mumuzinho - Lembrança | Pagode do Pericão 2 (Vídeo Oficial),272251.0,3071.0,75.0,6207917.0,0.8428571428571429,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1506.0,8365.0,7477.0,863.0,0
0.538,0.678,-5.696,0.0748,0.73,0.0,0.317,0.654,148.034,3.355033333333333,Ludmilla feat. Péricles - Sinais de Fogo | Numanice #2 Ao Vivo,20934605.0,99560.0,1410.0,7286827.0,2.138801261829653,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1506.0,13421.0,7122.0,2851.0,0
0.513,0.546,-5.192,0.0375,0.564,0.0,0.124,0.37,126.646,4.1906,PÉRICLES - MELHOR EU IR (ACÚSTICO) - VÍDEO OFICIAL,54872958.0,544241.0,7986.0,46275331.0,4.403225806451613,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1506.0,9496.0,3628.0,863.0,0
0.556,0.714,-5.973,0.0614,0.452,0.0,0.983,0.696,147.568,3.8713166666666665,Péricles - Supera  (Pagode do Pericão)  [VIDEO OFICIAL],43551687.0,274346.0,2422.0,66461695.0,0.7263479145473042,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1506.0,14142.0,7476.0,863.0,2
0.46,0.615,-9.581,0.0857,0.495,0.0,0.119,0.823,97.982,3.326,Péricles - Coisinha do pai / Vou Festejar (Medley de Carnaval),99470.0,2764.0,40.0,6191893.0,5.168067226890757,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1506.0,16272.0,8609.0,863.0,2
0.276,0.572,-7.818,0.0377,0.641,0.0,0.2,0.285,77.986,3.957783333333333,Varios Artistas Latinos - EL Ultimo Adios,764832.0,5730.0,472.0,169769959.0,2.8599999999999994,0.0,1.0,1.0,0.0,1.0,0.0,0.0,672.0,4433.0,3173.0,909.0,1
0.777,0.72,-6.162,0.0803,0.778,0.0,0.069,0.96,163.905,4.44645,Gilberto Santa Rosa - Conteo Regresivo (Salsa Version),359807660.0,807536.0,8961.0,162359047.0,10.43478260869565,0.0,0.0,0.0,1.0,0.0,1.0,1.0,672.0,3109.0,2258.0,6061.0,1
0.807,0.768,-6.745,0.0427,0.332,3.09e-06,0.251,0.962,100.324,4.248883333333334,Gilberto Santa Rosa - La Agarro Bajando (Audio),4001863.0,25194.0,166.0,78550612.0,3.0597609561752988,0.0,0.0,0.0,1.0,0.0,1.0,0.0,672.0,7995.0,4975.0,6061.0,3
0.585,0.868,-7.285,0.0444,0.256,0.0,0.197,0.758,94.098,4.840216666666667,Gilberto Santa Rosa - Que Alguien Me Diga (Video Oficial),122899582.0,370266.0,7025.0,55498474.0,4.406091370558375,0.0,0.0,0.0,1.0,0.0,1.0,1.0,672.0,11959.0,3459.0,6061.0,0
0.569,0.644,-8.286,0.0408,0.514,6.66e-06,0.257,0.895,176.919,5.534883333333333,Gilberto Santa Rosa - Conciencia (Official Video),142399961.0,346456.0,4254.0,105585854.0,2.5058365758754864,0.0,0.0,0.0,1.0,0.0,1.0,1.0,672.0,3084.0,7665.0,6061.0,1
0.796,0.766,-5.227,0.035,0.392,0.0,0.0678,0.945,91.767,4.564666666666667,Gilberto Santa Rosa - Un Montón de Estrellas (Cover Audio),2973102.0,17471.0,232.0,39255044.0,11.297935103244836,0.0,0.0,0.0,1.0,0.0,1.0,0.0,672.0,15843.0,10994.0,6061.0,2
0.761,0.686,-8.283,0.0498,0.586,0.0,0.06,0.837,167.016,4.82845,Gilberto Santa Rosa - Sombra Loca (Video Version),47610509.0,129218.0,2191.0,27269897.0,11.433333333333335,0.0,0.0,0.0,1.0,0.0,1.0,1.0,672.0,13640.0,1012.0,6061.0,0
0.767,0.87,-1.633,0.0737,0.356,1.92e-06,0.0862,0.759,104.955,4.484383333333334,"Albita, Gilberto Santa Rosa - Que Manera De Quererte (Video Oficial)",1698066.0,14179.0,352.0,737339.0,10.092807424593968,0.0,1.0,0.0,1.0,0.0,1.0,1.0,672.0,11970.0,8030.0,246.0,0
0.702,0.891,-3.656,0.0457,0.48,1.94e-05,0.083,0.96,94.593,3.1847,Gilberto Santa Rosa - Cartas Sobre La Mesa (Video Oficial),4138582.0,53875.0,1115.0,6602262.0,10.734939759036145,0.0,0.0,1.0,0.0,0.0,1.0,0.0,672.0,2630.0,2596.0,1950.0,1
0.833,0.853,-3.94,0.0484,0.292,0.000258,0.0762,0.957,92.019,4.603116666666667,Bailando A Tu Son,322590.0,2480.0,1.0,1317564.0,11.194225721784775,0.0,0.0,0.0,1.0,0.0,1.0,0.0,672.0,1570.0,2596.0,1951.0,1
0.559,0.733,-5.659,0.171,0.314,0.0,0.284,0.611,145.115,5.26755,Twista feat Kanye West & Jamie Foxx - Slow Jamz (Official Video),17833131.0,160750.0,5588.0,133349401.0,2.580985915492958,0.0,0.0,1.0,0.0,1.0,0.0,0.0,820.0,13505.0,9916.0,6422.0,2
0.532,0.807,-4.281,0.0527,0.083,0.0,0.123,0.335,166.925,3.2022166666666667,The City's Yours,2603646.0,43283.0,234.0,20500255.0,6.560975609756098,1.0,0.0,0.0,1.0,0.0,1.0,0.0,820.0,14815.0,832.0,2388.0,0
0.673,0.614,-5.426,0.103,0.0782,0.0,0.139,0.362,176.052,4.829116666666667,Jamie Foxx - Blame It ft. T-Pain,52996531.0,349340.0,14463.0,115487437.0,4.417266187050359,0.0,0.0,0.0,1.0,0.0,1.0,0.0,820.0,1958.0,4991.0,6119.0,1
0.739,0.686,-6.386,0.0438,0.00507,7.02e-06,0.0452,0.68,129.916,2.278216666666667,Will.I.Am Feat. Jamie Foxx - Hot Wings (I Wanna Party) ( 2o11 ) HD HQ,519448.0,11052.0,245.0,0.0,15.17699115044248,1.0,0.0,1.0,0.0,1.0,0.0,1.0,820.0,6457.0,8378.0,3589.0,3
0.596,0.287,-12.618,0.0335,0.791,4.44e-05,0.0865,0.349,115.209,2.65,Jamie Foxx - Fly Love (lyrics on screen),1889621.0,32684.0,89.0,0.0,3.3179190751445087,1.0,0.0,1.0,0.0,1.0,0.0,1.0,820.0,5167.0,8378.0,6563.0,3
0.687,0.619,-5.829,0.0498,0.946,0.0,0.248,0.656,118.101,1.8166666666666669,Jamie fox singing dearly beloved,128304.0,1966.0,49.0,4875832.0,2.495967741935484,0.0,0.0,1.0,0.0,1.0,0.0,0.0,820.0,3582.0,3739.0,1314.0,1
0.734,0.599,-8.462,0.197,0.206,0.0,0.0555,0.772,145.185,3.66445,Jamie Foxx - Unpredictable (Video) ft. Ludacris,27655646.0,223065.0,4684.0,25909622.0,10.792792792792792,0.0,0.0,0.0,1.0,0.0,1.0,1.0,820.0,15965.0,10856.0,6119.0,2
0.593,0.393,-11.736,0.0827,0.394,3.24e-06,0.11,0.193,136.866,4.492216666666667,Jamie Foxx - Fall For Your Type ft. Drake,81694140.0,497911.0,20151.0,47686661.0,3.5727272727272728,0.0,0.0,0.0,1.0,0.0,1.0,1.0,820.0,4899.0,1372.0,6119.0,1
0.525,0.718,-9.065,0.363,0.198,0.0,0.298,0.415,141.558,3.7991166666666665,Making Of Music - Rio,476857.0,4748.0,182.0,0.0,2.4093959731543624,1.0,0.0,1.0,0.0,1.0,0.0,1.0,820.0,12219.0,8378.0,31.0,0
0.793,0.618,-8.664,0.108,0.109,0.0,0.331,0.31,119.984,4.3133333333333335,Jamie Foxx - DJ Play A Love Song (VIDEO) ft. Twista,6571445.0,89778.0,1185.0,10831913.0,1.8670694864048336,0.0,0.0,0.0,1.0,0.0,1.0,0.0,820.0,3382.0,10856.0,6119.0,3
0.276,0.572,-7.818,0.0377,0.641,0.0,0.2,0.285,77.986,3.957783333333333,EL ULTIMO ADIOS Ricky Martin Alejandro Sanz Thalia Shakira Gloria Estefan Chayanne Celia Cruz Juan Luis Guerra Luis Fonsi Carlos Vives Ricardo Montaner Alejandro Frnandez   El Ultimo Adios,129107.0,973.0,107.0,169769959.0,2.8599999999999994,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1560.0,4433.0,3173.0,2959.0,1
0.413,0.53,-7.389,0.0326,0.472,1.31e-06,0.158,0.149,138.68,4.8311166666666665,Ricardo Montaner - Tan Enamorados,105408793.0,313406.0,12271.0,144062153.0,3.354430379746836,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1560.0,14449.0,8355.0,2411.0,2
0.456,0.693,-4.345,0.0359,0.58,0.0,0.122,0.48,80.5,3.9346666666666663,Ricardo Montaner - Bésame (Video Oficial),8657637.0,56688.0,1541.0,94065469.0,5.6803278688524586,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1560.0,2357.0,1363.0,4353.0,1
0.545,0.499,-6.587,0.0281,0.631,0.0,0.239,0.178,131.066,4.97155,Me va a extran?ar (Unchain my heart),6882.0,17.0,0.0,90738897.0,2.087866108786611,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1560.0,9453.0,8355.0,6084.0,0
0.399,0.651,-6.348,0.0414,0.0892,0.0,0.208,0.395,172.111,3.578666666666667,Ricardo Montaner - Aunque Ahora Estés Con El (Official Video),21331510.0,103278.0,4781.0,105276119.0,3.1298076923076925,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1560.0,1307.0,4823.0,4357.0,1
0.605,0.571,-6.431,0.0339,0.75,3.87e-05,0.101,0.233,132.7,4.273333333333333,Me va a Extrañar - Ricardo Montaner,9683042.0,57729.0,1548.0,0.0,5.653465346534652,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1560.0,9424.0,10783.0,1525.0,0
0.613,0.599,-6.654,0.0344,0.266,4.38e-06,0.109,0.317,136.08,3.792,Ricardo Montaner - Te Adoraré (Official Video),69423830.0,689077.0,15747.0,48177934.0,5.495412844036697,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1560.0,14499.0,6569.0,4357.0,2
0.388,0.331,-9.561,0.0305,0.731,4.19e-06,0.249,0.0996,95.004,5.20555,Ricardo Montaner - Déjame Llorar (Video Oficial),31153601.0,141420.0,4455.0,56307695.0,1.329317269076305,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1560.0,4210.0,8355.0,4353.0,3
0.391,0.664,-5.377,0.0332,0.556,0.0,0.0729,0.317,143.601,4.2751166666666665,Ricardo Montaner - Tan Enamorados,105408793.0,313406.0,12271.0,0.0,9.108367626886144,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1560.0,14446.0,8356.0,2411.0,2
0.497,0.438,-6.7,0.0264,0.169,0.0,0.078,0.162,136.561,6.341783333333334,Ricardo Montaner - La Gloria de Dios (Video Oficial) ft. Evaluna Montaner,447418651.0,2429337.0,95011.0,75572340.0,5.615384615384615,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1560.0,8051.0,10986.0,4357.0,0
0.944,0.511,-10.96,0.161,0.042,0.00107,0.0379,0.842,113.046,3.39645,"Ciara - 1, 2 Step (Official Video) ft. Missy Elliott",258732460.0,1311147.0,26713.0,413777209.0,13.482849604221634,0.0,0.0,0.0,1.0,0.0,1.0,0.0,365.0,10989.0,4134.0,1008.0,0
0.826,0.647,-6.306,0.0491,0.0277,1.52e-06,0.298,0.872,102.017,3.716666666666667,Ciara - Goodies ft. Petey Pablo (Official Video) ft. Petey Pablo,141025760.0,753851.0,17200.0,137417124.0,2.171140939597316,0.0,0.0,0.0,1.0,0.0,1.0,1.0,365.0,5755.0,4134.0,1008.0,3
0.701,0.724,-5.751,0.145,0.267,0.0,0.0867,0.425,132.035,3.9508833333333335,Ciara - Like A Boy (Official Video),285069051.0,1525762.0,39219.0,115829820.0,8.350634371395618,0.0,0.0,0.0,1.0,0.0,1.0,1.0,365.0,8542.0,9985.0,1008.0,0
0.577,0.576,-6.299,0.0563,0.0143,0.0,0.602,0.12,133.973,3.9006666666666665,Ciara - Body Party (Official Video),179882885.0,1167318.0,45523.0,157592682.0,0.9568106312292358,0.0,0.0,0.0,1.0,0.0,1.0,1.0,365.0,2062.0,2059.0,1008.0,1
0.697,0.629,-5.757,0.0425,0.409,3.8e-06,0.0819,0.439,123.279,4.456883333333334,Ciara - Promise (Official Video),139153717.0,726531.0,24955.0,51401650.0,7.68009768009768,0.0,0.0,0.0,1.0,0.0,1.0,1.0,365.0,11838.0,9985.0,1008.0,0
0.746,0.825,-4.666,0.169,0.0142,0.0107,0.121,0.584,152.914,3.4025,Ciara - Level Up,340131858.0,3138505.0,85424.0,204419667.0,6.818181818181818,0.0,0.0,1.0,0.0,0.0,1.0,1.0,365.0,8449.0,1297.0,1007.0,3
0.8,0.496,-7.135,0.0506,0.000298,0.0,0.0697,0.357,128.29,4.27245,Ciara - Oh (Official Video) ft. Ludacris,100062476.0,602212.0,16510.0,71500339.0,7.116212338593974,0.0,0.0,0.0,1.0,0.0,1.0,1.0,365.0,10826.0,4134.0,1008.0,0
0.527,0.696,-6.015,0.361,0.209,0.0,0.0516,0.499,100.614,4.0793333333333335,Ciara - Can't Leave 'Em Alone ft. 50 Cent,62508613.0,355947.0,9521.0,58375241.0,13.488372093023257,0.0,0.0,0.0,1.0,0.0,1.0,1.0,365.0,2542.0,9985.0,1008.0,1
0.854,0.786,-4.565,0.136,0.154,0.0,0.0825,0.498,120.006,3.57255,Ciara ft. Summer Walker - Better Thangs (Official Music Video),3052435.0,115260.0,4514.0,6002709.0,9.527272727272727,0.0,1.0,0.0,1.0,0.0,1.0,0.0,365.0,1838.0,1387.0,1008.0,1
0.964,0.595,-6.887,0.109,0.0248,5.14e-06,0.0405,0.629,128.593,4.3646666666666665,Ciara - Get Up ft. Chamillionaire,94211215.0,528962.0,17139.0,71070231.0,14.691358024691358,0.0,0.0,0.0,1.0,0.0,1.0,1.0,365.0,5523.0,9985.0,1008.0,3
0.731,0.701,-7.436,0.455,0.556,0.0,0.295,0.901,92.245,2.28755,Notorious B.I.G & Raekwon - Still Strugglin,384227.0,4492.0,156.0,24742914.0,2.376271186440678,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1526.0,13947.0,10397.0,516.0,2
0.683,0.902,-7.389,0.291,0.219,0.000761,0.226,0.724,90.447,4.22045,"Raekwon - Ice Cream (Official HD Video) ft. Ghostface Killah, Method Man, Cappadonna",25396250.0,221621.0,10197.0,58285035.0,3.991150442477876,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1526.0,7016.0,7320.0,4245.0,3
0.855,0.666,-4.921,0.193,0.228,4.33e-05,0.0835,0.581,85.024,3.2968166666666665,Freddie Gibbs - Feel No Pain (ft. Anderson .Paak & Raekwon) [Official Visualizer],255543.0,6255.0,222.0,3469564.0,7.976047904191617,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1526.0,4988.0,17.0,1821.0,1
0.873,0.728,-7.543,0.313,0.266,0.0,0.208,0.809,100.059,4.382883333333333,Guillotine (Swordz),5092106.0,72254.0,1177.0,19797884.0,3.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1526.0,5856.0,7320.0,4244.0,3
0.753,0.724,-6.524,0.331,0.37,0.00124,0.431,0.697,102.988,4.77755,"Ghostface Killah - Iron Maiden (Official Audio) ft. Raekwon, Cappadonna",197531.0,3977.0,136.0,13013526.0,1.679814385150812,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1526.0,7291.0,5003.0,1941.0,3
0.884,0.807,-6.781,0.31,0.0607,0.00301,0.0949,0.357,92.972,4.711116666666666,Raekwon - Incarcerated Scarfaces (Official Video),784593.0,13003.0,573.0,10057873.0,8.50368809272919,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1526.0,7191.0,7320.0,4245.0,3
0.773,0.826,-4.881,0.104,0.154,5.41e-06,0.288,0.65,90.01,2.709783333333333,"Raekwon - Glaciers of Ice (Official Video) ft. Ghostface Killah, Masta Killa",319497.0,6178.0,273.0,167657.0,2.868055555555556,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1526.0,10831.0,2095.0,4245.0,0
0.669,0.654,-4.594,0.336,0.0378,0.0,0.322,0.19,82.06,4.584666666666666,The Morning,663573.0,11040.0,13.0,43964004.0,2.031055900621118,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1526.0,14983.0,5263.0,4244.0,2
0.712,0.726,-6.086,0.182,0.0168,0.0,0.0869,0.464,97.041,3.7851166666666662,Raekwon - Criminology (Official Video) ft. Ghostface Killah,323138.0,6098.0,253.0,10329664.0,8.354430379746836,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1526.0,3248.0,7320.0,4245.0,1
0.814,0.663,-7.446,0.355,0.296,3.39e-06,0.16,0.52,93.014,3.530666666666667,12 - Verbal Intercourse (feat. Nas) - Raekwon,2589593.0,25689.0,2351.0,6273492.0,4.14375,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1526.0,16136.0,7320.0,719.0,2
0.616,0.677,-6.098,0.0403,0.0454,3.01e-06,0.181,0.481,79.863,4.015116666666667,L.V. - Gangsta's Paradise (L.V. Version),1536015.0,49455.0,1422.0,1009592.0,3.740331491712708,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1013.0,5458.0,4676.0,5271.0,3
0.849,0.727,-4.572,0.0532,0.148,2.32e-05,0.0453,0.699,100.927,3.8371166666666663,L.V. - Throw Your Hands Up (feat. Treach) [Music Video],613858.0,12353.0,473.0,746171.0,16.048565121412803,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1013.0,15300.0,4676.0,5271.0,2
0.84,0.488,-9.042,0.0391,0.00433,0.00046,0.12,0.686,98.943,3.9822166666666665,L.V. - The Wrong Come Up,116168.0,1339.0,76.0,226115.0,4.066666666666666,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1013.0,15154.0,4676.0,5271.0,2
0.849,0.421,-9.437,0.0687,0.19,0.000537,0.134,0.764,119.865,2.07845,L.V. - Crazy Little G's (Part 1),21838.0,196.0,10.0,47456.0,3.1417910447761197,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1013.0,3221.0,4676.0,5271.0,1
0.694,0.592,-7.933,0.12,0.106,0.0,0.301,0.59,84.905,3.00445,L.V. - Hey Love,16012.0,235.0,5.0,27734.0,1.9667774086378735,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1013.0,6266.0,4676.0,5271.0,3
0.737,0.603,-7.49,0.239,0.0606,6.08e-06,0.118,0.492,75.982,4.696666666666666,L.V. - Gangsta's Boogie (Barr 9 Version),48682.0,461.0,20.0,61719.0,5.110169491525424,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1013.0,5455.0,4676.0,5271.0,3
0.752,0.458,-8.875,0.0312,0.266,0.0,0.0609,0.375,128.722,4.524,L.V. - I Am L.V. (Music Video),39909.0,734.0,43.0,59301.0,7.5205254515599345,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1013.0,6598.0,4676.0,5271.0,3
0.718,0.429,-11.307,0.0641,0.00246,0.000455,0.0469,0.483,159.933,3.8093333333333335,L.V. - Fire from the Gun,25608.0,239.0,9.0,23225.0,9.147121535181236,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1013.0,5090.0,4676.0,5271.0,3
0.76,0.483,-7.702,0.164,0.0334,5.8e-06,0.204,0.771,76.764,4.424,L.V. - Gangsta's Boogie (Prode'je Version),8173.0,191.0,7.0,16691.0,2.367647058823529,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1013.0,5456.0,4676.0,5271.0,3
0.745,0.654,-4.837,0.0325,0.00414,0.000332,0.0732,0.633,105.754,4.126666666666667,L.V. - The 'G' Within,18019.0,284.0,11.0,23472.0,8.934426229508198,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1013.0,14753.0,4676.0,5271.0,0
0.582,0.952,-3.848,0.0731,0.00324,0.0,0.223,0.655,103.027,4.605333333333333,"Rascal Flatts - Life Is a Highway (From ""Cars""/Official Video)",35837204.0,581372.0,29634.0,496813298.0,4.269058295964125,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1541.0,8491.0,6317.0,4279.0,0
0.591,0.45,-6.369,0.0266,0.671,2.23e-05,0.159,0.344,135.893,3.778,Rascal Flatts - Bless The Broken Road,32566882.0,189287.0,5812.0,204170035.0,2.830188679245283,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1541.0,1975.0,3626.0,4279.0,1
0.537,0.674,-5.134,0.0277,0.0088,0.0,0.265,0.33,136.002,3.56845,Rascal Flatts - What Hurts The Most,180039956.0,1166071.0,44509.0,235890915.0,2.543396226415094,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1541.0,16603.0,6317.0,4279.0,2
0.548,0.769,-4.853,0.0312,0.0307,5.53e-06,0.0867,0.388,135.712,4.138,Rascal Flatts ~ My wish for you ~ with lyrics,16414249.0,160733.0,3671.0,117416024.0,8.86966551326413,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1541.0,10077.0,6317.0,1833.0,0
0.611,0.8,-5.61,0.0377,0.257,0.0,0.194,0.527,89.974,3.488,Rascal Flatts - I Like The Sound Of That (Official Video),20626221.0,100299.0,1901.0,189971088.0,4.123711340206186,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1541.0,6732.0,8348.0,4279.0,3
0.541,0.895,-4.884,0.0367,0.0163,0.0,0.571,0.657,102.078,4.033783333333333,Rascal Flatts - Summer Nights (Official Video),5819698.0,22267.0,942.0,40133453.0,1.5674255691768828,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1541.0,14079.0,10858.0,4279.0,2
0.616,0.824,-4.842,0.03,0.0135,2.13e-05,0.108,0.623,117.954,4.369783333333333,Rascal Flatts - Fast Cars And Freedom,3546255.0,16987.0,580.0,43054736.0,7.629629629629629,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1541.0,4954.0,3626.0,4279.0,1
0.557,0.406,-7.083,0.0278,0.742,0.0,0.113,0.222,131.96,3.796,Rascal Flatts - I Won't Let Go (Official Video),19438291.0,124481.0,4792.0,43794486.0,3.592920353982301,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1541.0,6875.0,7102.0,4279.0,3
0.531,0.766,-4.264,0.044,0.118,0.0,0.119,0.496,144.986,3.615683333333333,Tauren Wells | Rascal Flatts - Until Grace (Visualizer),1255803.0,18223.0,450.0,12946799.0,6.436974789915967,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1541.0,15975.0,2075.0,4977.0,2
0.467,0.701,-4.997,0.0302,0.191,0.0,0.0769,0.28,132.041,3.570316666666667,Rascal Flatts - Back To Life (Lyric Video),6472940.0,47557.0,738.0,73574277.0,9.115734720416125,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1541.0,1490.0,1138.0,4279.0,1
0.811,0.323,-13.873,0.0744,0.504,1.63e-05,0.019,0.764,88.018,2.6293333333333333,Valentín Elizalde - Vete Ya (Chyron),159373309.0,839056.0,13842.0,191007122.0,17.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1938.0,16155.0,6449.0,5424.0,2
0.628,0.554,-5.517,0.104,0.643,0.0,0.0756,0.973,188.098,2.85045,Valentín Elizalde - Te Quiero Así,84677183.0,398473.0,7068.0,128945221.0,7.328042328042328,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1938.0,14543.0,10962.0,5424.0,2
0.817,0.482,-5.085,0.0487,0.725,1.74e-05,0.0756,0.969,102.539,3.06355,A Mis Enemigos Video Oficial   Valentín Elizalde  HD,3779220.0,28453.0,921.0,99290089.0,6.375661375661376,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1938.0,387.0,10962.0,5766.0,1
0.679,0.505,-6.166,0.0494,0.597,0.000156,0.104,0.964,160.04,3.0637833333333333,Valentín Elizalde - Vencedor (Chyron),56829450.0,223115.0,5579.0,70225593.0,4.855769230769231,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1938.0,16115.0,10962.0,5424.0,2
0.821,0.479,-6.599,0.0322,0.355,0.00116,0.0618,0.957,112.041,3.8526666666666665,Valentín Elizalde - Volveré A Amar,138610948.0,468537.0,10550.0,62733326.0,7.750809061488673,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1938.0,16255.0,11069.0,5424.0,2
0.577,0.574,-7.366,0.0383,0.576,1.5e-05,0.325,0.969,104.669,2.7922166666666666,Valentín Elizalde - Ebrio De Amor (En Vivo),208736.0,1635.0,40.0,81049675.0,1.766153846153846,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1938.0,4268.0,5849.0,5424.0,1
0.679,0.572,-4.721,0.0468,0.449,0.000174,0.0845,0.962,165.39,2.957333333333333,Valentín Elizalde - La Más Deseada,42961722.0,146929.0,3283.0,53901033.0,6.769230769230768,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1938.0,8098.0,11069.0,5424.0,0
0.789,0.538,-4.997,0.0445,0.374,1.51e-05,0.34,0.923,116.034,2.8406666666666665,Valentín Elizalde - Lobo Domesticado,45648270.0,176343.0,4006.0,36277497.0,1.5823529411764703,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1938.0,8676.0,5862.0,5424.0,0
0.661,0.367,-8.552,0.0482,0.604,0.0,0.0916,0.838,174.059,3.58955,Valentín Elizalde - Soy Así (Chyron),111358468.0,443756.0,9555.0,57950286.0,4.006550218340611,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1938.0,13771.0,9232.0,5424.0,2
