,,-1,0,1,2,3
Acousticness,25%,-0.8608256715822687,-0.4557368765853054,-0.7692525358711347,1.2219388921682963,0.1174690110721752
Acousticness,50%,-0.3403966674834953,-0.4557368765853054,-0.7692525358711347,1.2219388921682963,0.1174690110721752
Acousticness,75%,0.6487330045108156,-0.4557368765853054,-0.7692525358711347,1.2219388921682963,0.1174690110721752
Acousticness,max,2.4627199294756474,-0.4557368765853054,-0.7692525358711347,1.2219388921682963,0.1174690110721752
Instrumentalness,count,20557.0,18.0,5.0,9.0,5.0
Instrumentalness,mean,0.000385155603455271,-0.2900670770160676,0.2729005448568758,-0.2900670770160676,-0.2900670770160676
Instrumentalness,std,1.0008493214594267,1.1424100674951067e-16,0.0,0.0,0.0
Instrumentalness,min,-0.2900670770160676,-0.2900670770160676,0.2729005448568758,-0.2900670770160676,-0.2900670770160676
Instrumentalness,25%,-0.2900670770160676,-0.2900670770160676,0.2729005448568758,-0.2900670770160676,-0.2900670770160676
Instrumentalness,50%,-0.2900543198598655,-0.2900670770160676,0.2729005448568758,-0.2900670770160676,-0.2900670770160676
Instrumentalness,75%,-0.2875982832247349,-0.2900670770160676,0.2729005448568758,-0.2900670770160676,-0.2900670770160676
Instrumentalness,max,4.874773490625615,-0.2900670770160676,0.2729005448568758,-0.2900670770160676,-0.2900670770160676
Liveness,count,20557.0,18.0,5.0,9.0,5.0
Liveness,mean,-0.0005026020107931098,-0.4007231813822827,4.023899347992803,0.0375928389306442,-0.5825650979175105
Liveness,std,0.998842390989895,0.0,0.0,0.0,0.0
Liveness,min,-1.147045053806996,-0.4007231813822827,4.023899347992803,0.0375928389306442,-0.5825650979175105
Liveness,25%,-0.5902652442203051,-0.4007231813822827,4.023899347992803,0.0375928389306442,-0.5825650979175105
Liveness,50%,-0.40664637084597094,-0.4007231813822827,4.023899347992803,0.0375928389306442,-0.5825650979175105
Liveness,75%,0.2567508490871075,-0.4007231813822827,4.023899347992803,0.0375928389306442,-0.5825650979175105
Liveness,max,4.776144409881205,-0.4007231813822827,4.023899347992803,0.0375928389306442,-0.5825650979175105
Valence,count,20557.0,18.0,5.0,9.0,5.0
Valence,mean,8.971721585644137e-05,1.038229246565339,-0.7578385660612674,-0.9981288176371625,-1.5520182111002427
Valence,std,0.9998714532520966,0.0,0.0,0.0,0.0
Valence,min,-2.1588529142325883,1.0382292465653389,-0.7578385660612674,-0.9981288176371625,-1.5520182111002427
Valence,25%,-0.7741294305748871,1.0382292465653389,-0.7578385660612674,-0.9981288176371625,-1.5520182111002427
Valence,50%,0.03226836284930336,1.0382292465653389,-0.7578385660612674,-0.9981288176371625,-1.5520182111002427
Valence,75%,0.7979389949894437,1.0382292465653389,-0.7578385660612674,-0.9981288176371625,-1.5520182111002427
Valence,max,1.8853542012735793,1.0382292465653389,-0.7578385660612674,-0.9981288176371625,-1.5520182111002427
Tempo,count,20557.0,18.0,5.0,9.0,5.0
Tempo,mean,0.0005215017729153788,-0.49212261716627875,-0.46315756022606164,-1.4390129733356152,2.6809199448657623
Tempo,std,0.9994644661257075,2.2848201349902134e-16,0.0,2.3551386880256624e-16,0.0
Tempo,min,-4.074799356695905,-0.4921226171662787,-0.46315756022606164,-1.4390129733356152,2.6809199448657623
Tempo,25%,-0.796576797933461,-0.4921226171662787,-0.46315756022606164,-1.4390129733356152,2.6809199448657623
Tempo,50%,-0.020232156256931057,-0.4921226171662787,-0.46315756022606164,-1.4390129733356152,2.6809199448657623
Tempo,75%,0.6544812996328627,-0.4921226171662787,-0.46315756022606164,-1.4390129733356152,2.6809199448657623
Tempo,max,4.150736043134328,-0.4921226171662787,-0.46315756022606164,-1.4390129733356152,2.6809199448657623
Duration_min,count,20557.0,18.0,5.0,9.0,5.0
Duration_min,mean,-0.000634621939963577,-0.05594543218771427,-0.7216016894676455,0.10327494059105878,3.346294996246178
Duration_min,std,0.9994950903601687,7.140062921844417e-18,0.0,0.0,0.0
Duration_min,min,-1.7947965585383046,-0.05594543218771427,-0.7216016894676455,0.10327494059105878,3.346294996246178
Duration_min,25%,-0.3578087152380729,-0.05594543218771427,-0.7216016894676455,0.10327494059105878,3.346294996246178
Duration_min,50%,-0.09207374970578916,-0.05594543218771427,-0.7216016894676455,0.10327494059105878,3.346294996246178
Duration_min,75%,0.22082785336502547,-0.05594543218771427,-0.7216016894676455,0.10327494059105878,3.346294996246178
Duration_min,max,35.58089108680127,-0.05594543218771427,-0.7216016894676455,0.10327494059105878,3.346294996246178
Title,count,20557.0,18.0,5.0,9.0,5.0
Title,mean,8800.98258500754,3443.0,17197.0,16815.0,14261.0
Title,std,5308.473804099186,0.0,0.0,0.0,0.0
Title,min,0.0,3443.0,17197.0,16815.0,14261.0
Title,25%,4198.0,3443.0,17197.0,16815.0,14261.0
Title,50%,8788.0,3443.0,17197.0,16815.0,14261.0
Title,75%,13392.0,3443.0,17197.0,16815.0,14261.0
Title,max,18022.0,3443.0,17197.0,16815.0,14261.0
Channel,count,20557.0,18.0,5.0,9.0,5.0
Channel,mean,3177.600574013718,2899.0,5585.0,909.0,1870.0
Channel,std,1891.1459048925437,0.0,0.0,0.0,0.0
Channel,min,0.0,2899.0,5585.0,909.0,1870.0
Channel,25%,1526.0,2899.0,5585.0,909.0,1870.0
Channel,50%,3184.0,2899.0,5585.0,909.0,1870.0
Channel,75%,4777.0,2899.0,5585.0,909.0,1870.0
Channel,max,6672.0,2899.0,5585.0,909.0,1870.0
Views,count,20557.0,18.0,5.0,9.0,5.0
Views,mean,0.00043014552928033933,-0.24699955260976983,-0.3056218091997062,-0.33482730201564076,0.029009013139704314
Views,std,1.0008611252292026,5.706472507314725e-08,3.2708764358664524e-08,1.9334338671389333e-09,3.429405955647221e-07
Views,min,-0.3376330348109274,-0.24699965797531337,-0.30562185322090046,-0.33482730364605534,0.02900860741103114
Views,25%,-0.3322102913407035,-0.24699954792232787,-0.3056218348787362,-0.33482730364605534,0.029008845859166372
Views,50%,-0.2888500753751142,-0.2469995369170293,-0.305621790857542,-0.33482730364605534,0.029009036617674556
Views,75%,-0.08993271574246059,-0.24699953049727186,-0.30562178718910915,-0.3348272999776225,0.029009036617674556
Views,max,29.302018098840502,-0.24699947455367088,-0.3056217798522435,-0.3348272999776225,0.029009539192974963
Likes,count,20557.0,18.0,5.0,9.0,5.0
Likes,mean,0.00025292173173571816,-0.05123951226869608,-0.3324843822060851,-0.36212130857644736,0.12890257395280974
Likes,std,1.0008785649990821,2.9008475010355204e-07,7.35135783192867e-07,5.887846720064156e-17,1.2352751955274266e-06
Likes,min,-0.3653520167029322,-0.05123979418039996,-0.3324856226175822,-0.36212130857644736,0.12890122077663113
Likes,25%,-0.35546255413076044,-0.05123979418039996,-0.33248449497076665,-0.36212130857644736,0.12890234842344664
Likes,50%,-0.3003995601285768,-0.05123951226869608,-0.3324839311473589,-0.36212130857644736,0.12890234842344664
Likes,75%,-0.08448902435962143,-0.051239230356992196,-0.3324839311473589,-0.36212130857644736,0.12890234842344664
Likes,max,28.270478829651662,-0.051239230356992196,-0.3324839311473589,-0.36212130857644736,0.1289046037170777
Comments,count,20557.0,18.0,5.0,9.0,5.0
Comments,mean,0.00015867213261258525,-0.04837980499106844,-0.13176088650057866,-0.1379647737446363,-0.09809982881465028
Comments,std,1.0009153992866362,1.4280125843688834e-17,0.0,0.0,0.0
Comments,min,-0.1404337744016306,-0.04837980499106844,-0.13176088650057866,-0.1379647737446363,-0.09809982881465028
Comments,25%,-0.13831524629552322,-0.04837980499106844,-0.13176088650057866,-0.1379647737446363,-0.09809982881465028
Comments,50%,-0.12473574268205467,-0.04837980499106844,-0.13176088650057866,-0.1379647737446363,-0.09809982881465028
Comments,75%,-0.06875952227846191,-0.04837980499106844,-0.13176088650057866,-0.1379647737446363,-0.09809982881465028
Comments,max,83.98939310807647,-0.04837980499106844,-0.13176088650057866,-0.1379647737446363,-0.09809982881465028
Licensed,count,20557.0,18.0,5.0,9.0,5.0
Licensed,mean,1.6606508731818845,1.0,2.0,1.0,2.0
Licensed,std,0.5194551463989332,0.0,0.0,0.0,0.0
Licensed,min,0.0,1.0,2.0,1.0,2.0
Licensed,25%,1.0,1.0,2.0,1.0,2.0
Licensed,50%,2.0,1.0,2.0,1.0,2.0
Licensed,75%,2.0,1.0,2.0,1.0,2.0
Licensed,max,2.0,1.0,2.0,1.0,2.0
official_video,count,20557.0,18.0,5.0,9.0,5.0
official_video,mean,1.7372671109597704,1.0,2.0,1.0,2.0
official_video,std,0.48922917647346664,0.0,0.0,0.0,0.0
official_video,min,0.0,1.0,2.0,1.0,2.0
official_video,25%,2.0,1.0,2.0,1.0,2.0
official_video,50%,2.0,1.0,2.0,1.0,2.0
official_video,75%,2.0,1.0,2.0,1.0,2.0
official_video,max,2.0,1.0,2.0,1.0,2.0
Stream,count,20557.0,18.0,5.0,9.0,5.0
Stream,mean,0.000235762447259351,-0.17816325207589576,-0.5060618695028135,0.1531875042890475,-0.097601656406301
Stream,std,1.0008725561135166,0.0,0.0,0.0,0.00023890588010463024
Stream,min,-0.5473213035897814,-0.17816325207589576,-0.5060618695028135,0.1531875042890475,-0.09770849836392867
Stream,25%,-0.48310822414035626,-0.17816325207589576,-0.5060618695028135,0.1531875042890475,-0.09770849836392867
Stream,50%,-0.3526007609321061,-0.17816325207589576,-0.5060618695028135,0.1531875042890475,-0.09770849836392867
Stream,75%,0.007031717768955545,-0.17816325207589576,-0.5060618695028135,0.1531875042890475,-0.09770849836392867
Stream,max,13.426218560458535,-0.17816325207589576,-0.5060618695028135,0.1531875042890475,-0.0971742885757903
EnergyLiveness,count,20557.0,18.0,5.0,9.0,5.0
EnergyLiveness,mean,0.0003367433816472437,0.25813541906166715,-1.028776568277497,-0.5603567402184646,-0.27635554725618544
EnergyLiveness,std,1.0006880901206225,1.1424100674951067e-16,0.0,1.1775693440128312e-16,0.0
EnergyLiveness,min,-1.2549375946843235,0.25813541906166715,-1.028776568277497,-0.5603567402184646,-0.27635554725618544
EnergyLiveness,25%,-0.6755309431054072,0.25813541906166715,-1.028776568277497,-0.5603567402184646,-0.27635554725618544
EnergyLiveness,50%,-0.22110389792590834,0.25813541906166715,-1.028776568277497,-0.5603567402184646,-0.27635554725618544
EnergyLiveness,75%,0.4031532547085973,0.25813541906166715,-1.028776568277497,-0.5603567402184646,-0.27635554725618544
EnergyLiveness,max,13.101728476169686,0.25813541906166715,-1.028776568277497,-0.5603567402184646,-0.27635554725618544
most_playedon,count,20557.0,18.0,5.0,9.0,5.0
most_playedon,mean,0.2383616286423116,0.0,0.0,0.0,0.0
most_playedon,std,0.4260917675558018,0.0,0.0,0.0,0.0
most_playedon,min,0.0,0.0,0.0,0.0,0.0
most_playedon,25%,0.0,0.0,0.0,0.0,0.0
most_playedon,50%,0.0,0.0,0.0,0.0,0.0
most_playedon,75%,0.0,0.0,0.0,0.0,0.0
most_playedon,max,1.0,0.0,0.0,0.0,0.0
DBSCAN_Cluster,count,20557.0,18.0,5.0,9.0,5.0
DBSCAN_Cluster,mean,-1.0,0.0,1.0,2.0,3.0
DBSCAN_Cluster,std,0.0,0.0,0.0,0.0,0.0
DBSCAN_Cluster,min,-1.0,0.0,1.0,2.0,3.0
DBSCAN_Cluster,25%,-1.0,0.0,1.0,2.0,3.0
DBSCAN_Cluster,50%,-1.0,0.0,1.0,2.0,3.0
DBSCAN_Cluster,75%,-1.0,0.0,1.0,2.0,3.0
DBSCAN_Cluster,max,-1.0,0.0,1.0,2.0,3.0
PCA1,count,20557.0,18.0,5.0,9.0,5.0
PCA1,mean,0.0015402826726742037,0.08978702491873065,-0.9623491039208055,-2.709392919484633,-0.8166951111470844
PCA1,std,2.1438124803916265,0.005102627295764664,0.001683673831177964,0.0026135422555656866,0.0003830876816694744
PCA1,min,-9.40707722005545,0.08149735961475864,-0.9645703313202325,-2.7143271729638485,-0.8170330586629188
PCA1,25%,-0.8622835315835508,0.08506280956189681,-0.9631237092542475,-2.7108708226194738,-0.8170038710501824
PCA1,50%,0.23169441976695684,0.09056535250335981,-0.9626000227969903,-2.7091135197251166,-0.8168779045631108
PCA1,75%,1.1175678785079017,0.09404849683617147,-0.9612112728663994,-2.707822242770617,-0.8162844980975226
PCA1,max,30.41518835447289,0.09612843083765503,-0.9602401833661579,-2.705657169380742,-0.8162762233616874
PCA2,count,20557.0,18.0,5.0,9.0,5.0
PCA2,mean,0.0014417356172354635,-1.7724157325294134,-0.2181364268971026,0.1081305846924362,0.47664619485472504
PCA2,std,1.9246855563811753,0.010111283352230736,0.0033363431015317386,0.00517894878131344,0.0007663889311671275
PCA2,min,-4.904911039860224,-1.7888424145281647,-0.22253803383607562,0.09835295595054792,0.47598816113086395
PCA2,25%,-1.1165330026736382,-1.7817771334210932,-0.21967143474826104,0.10520199833710757,0.47604597319457037
PCA2,50%,-0.38182880265189334,-1.7708734130556458,-0.21863347303981134,0.10868423801460436,0.47623766242369886
PCA2,75%,0.6327869999474529,-1.763971313526945,-0.21588170272648927,0.11124300946801002,0.4774711036335297
PCA2,max,46.02269406382862,-1.7598496795783916,-0.2139574901348758,0.11553328040116398,0.47748807389096215
DBSCAN_Cluster_Selected,count,20557.0,18.0,5.0,9.0,5.0
DBSCAN_Cluster_Selected,mean,-1.0,0.0,1.0,2.0,3.0
DBSCAN_Cluster_Selected,std,0.0,0.0,0.0,0.0,0.0
DBSCAN_Cluster_Selected,min,-1.0,0.0,1.0,2.0,3.0
DBSCAN_Cluster_Selected,25%,-1.0,0.0,1.0,2.0,3.0
DBSCAN_Cluster_Selected,50%,-1.0,0.0,1.0,2.0,3.0
DBSCAN_Cluster_Selected,75%,-1.0,0.0,1.0,2.0,3.0
DBSCAN_Cluster_Selected,max,-1.0,0.0,1.0,2.0,3.0
PCA1_Selected,count,20557.0,18.0,5.0,9.0,5.0
PCA1_Selected,mean,0.001649317051762035,0.059855662559820985,-1.021965058519644,-2.799072757061275,-0.9361864905997948
PCA1_Selected,std,2.1437514875738426,0.005106720243929718,0.0016850243542978044,0.002615638635885555,0.00038340898626221644
PCA1_Selected,min,-9.406603948675688,0.051559347866192214,-1.0241880677514692,-2.804010968414723,-0.9365246854051908
PCA1_Selected,25%,-0.8621888778345889,0.05512765784885574,-1.0227402853206902,-2.800551845654711,-0.9364954744324806
PCA1_Selected,50%,0.23167693034035683,0.06063461445707184,-1.0222161782901018,-2.798793133189541,-0.9363695252764905
PCA1_Selected,75%,1.1177529930070582,0.06412055261545399,-1.0208263147457355,-2.79750082047302,-0.9357755252488764
PCA1_Selected,max,30.413520496389125,0.06620215514059323,-1.019854446490223,-2.7953340104295297,-0.9357672426359359
PCA2_Selected,count,20557.0,18.0,5.0,9.0,5.0
PCA2_Selected,mean,0.001481737563848376,-1.7834108516425111,-0.2399907268380382,0.07524098117087809,0.4328202066370933
PCA2_Selected,std,1.9246800160520767,0.01011354327086867,0.0033370887920634593,0.005180106296198523,0.0007665673713058742
PCA2_Selected,min,-4.904910482656391,-1.7998412050979,-0.24439331761646757,0.06546116709158259,0.432162036691795
PCA2_Selected,25%,-1.11647312979439,-1.7927743448227091,-0.24152607783411162,0.07231174026544464,0.432219861652895
PCA2_Selected,50%,-0.3817630741836891,-1.7818681874549975,-0.24048788389896406,0.07579475823643748,0.4324115397243529
PCA2_Selected,75%,0.6327453074916267,-1.7749645453187028,-0.23773549870942445,0.07835410158509949,0.43364531024574654
PCA2_Selected,max,46.02134766860575,-1.7708419900936665,-0.23581085613122343,0.08264533141029963,0.4336622848706772
DBSCAN_Cluster_Original,count,20557.0,18.0,5.0,9.0,5.0
DBSCAN_Cluster_Original,mean,-1.0,0.0,1.0,2.0,3.0
DBSCAN_Cluster_Original,std,0.0,0.0,0.0,0.0,0.0
DBSCAN_Cluster_Original,min,-1.0,0.0,1.0,2.0,3.0
DBSCAN_Cluster_Original,25%,-1.0,0.0,1.0,2.0,3.0
DBSCAN_Cluster_Original,50%,-1.0,0.0,1.0,2.0,3.0
DBSCAN_Cluster_Original,75%,-1.0,0.0,1.0,2.0,3.0
DBSCAN_Cluster_Original,max,-1.0,0.0,1.0,2.0,3.0
PCA1_Original,count,20557.0,18.0,5.0,9.0,5.0
PCA1_Original,mean,0.00454038550890606,-0.5877106573814573,-2.638568349563335,-5.587313409553355,-3.8558501279833153
PCA1_Original,std,2.7548965467501247,0.006588112650284335,0.002173827785949161,0.0033744009845355673,0.0004946833781168128
PCA1_Original,min,-12.079018506225122,-0.5984136240328878,-2.641436225020148,-5.593684131037225,-3.8562863397151927
PCA1_Original,25%,-1.1056779125472298,-0.5938101938814941,-2.639568459968439,-5.589221562282896,-3.856248655213803
PCA1_Original,50%,0.29894181367392764,-0.5867057417936608,-2.6388923145081606,-5.586952670478013,-3.856086612510372
PCA1_Original,75%,1.4382242218818384,-0.5822085791473682,-2.6370992710594283,-5.5852854748478835,-3.855319861151596
PCA1_Original,max,39.14086192149167,-0.5795231305274364,-2.6358454772604984,-5.582490101723684,-3.855309171325612
PCA2_Original,count,20557.0,18.0,5.0,9.0,5.0
PCA2_Original,mean,0.0028034282144901402,-2.6222785142247846,-0.7661455838627694,-0.5624536533979891,-0.3072499498660364
PCA2_Original,std,2.5897394969438796,0.01360501225541368,0.004489142210633814,0.0069684192388191745,0.0010312323406562243
PCA2_Original,min,-6.608049357244292,-2.6443810706406583,-0.7720680683922454,-0.5756097240815562,-0.3081352997288451
PCA2_Original,25%,-1.5024527413258528,-2.6348745386937877,-0.7682109798123088,-0.5663941475713767,-0.30805751210758364
PCA2_Original,50%,-0.5135805251683847,-2.620203280594702,-0.7668143724106725,-0.5617086974969683,-0.30779985153338196
PCA2_Original,75%,0.8548050757816373,-2.610916314409407,-0.7631117898616754,-0.5582657995310865,-0.3061399613227986
PCA2_Original,max,61.86823966456592,-2.6053705412472628,-0.760522708836945,-0.5524931209867886,-0.30611712463757246
PCA1_Feature_Engineered,count,20557.0,18.0,5.0,9.0,5.0
PCA1_Feature_Engineered,mean,0.00454038550890606,-0.5877106573814573,-2.638568349563335,-5.587313409553355,-3.8558501279833153
PCA1_Feature_Engineered,std,2.7548965467501247,0.006588112650284335,0.002173827785949161,0.0033744009845355673,0.0004946833781168128
PCA1_Feature_Engineered,min,-12.079018506225122,-0.5984136240328878,-2.641436225020148,-5.593684131037225,-3.8562863397151927
PCA1_Feature_Engineered,25%,-1.1056779125472298,-0.5938101938814941,-2.639568459968439,-5.589221562282896,-3.856248655213803
PCA1_Feature_Engineered,50%,0.29894181367392764,-0.5867057417936608,-2.6388923145081606,-5.586952670478013,-3.856086612510372
PCA1_Feature_Engineered,75%,1.4382242218818384,-0.5822085791473682,-2.6370992710594283,-5.5852854748478835,-3.855319861151596
PCA1_Feature_Engineered,max,39.14086192149167,-0.5795231305274364,-2.6358454772604984,-5.582490101723684,-3.855309171325612
PCA2_Feature_Engineered,count,20557.0,18.0,5.0,9.0,5.0
PCA2_Feature_Engineered,mean,0.0028034282144901402,-2.6222785142247846,-0.7661455838627694,-0.5624536533979891,-0.3072499498660364
PCA2_Feature_Engineered,std,2.5897394969438796,0.01360501225541368,0.004489142210633814,0.0069684192388191745,0.0010312323406562243
PCA2_Feature_Engineered,min,-6.608049357244292,-2.6443810706406583,-0.7720680683922454,-0.5756097240815562,-0.3081352997288451
PCA2_Feature_Engineered,25%,-1.5024527413258528,-2.6348745386937877,-0.7682109798123088,-0.5663941475713767,-0.30805751210758364
PCA2_Feature_Engineered,50%,-0.5135805251683847,-2.620203280594702,-0.7668143724106725,-0.5617086974969683,-0.30779985153338196
PCA2_Feature_Engineered,75%,0.8548050757816373,-2.610916314409407,-0.7631117898616754,-0.5582657995310865,-0.3061399613227986
PCA2_Feature_Engineered,max,61.86823966456592,-2.6053705412472628,-0.760522708836945,-0.5524931209867886,-0.30611712463757246
